department,gender,age,job_title,years_at_company,education_level,performance_score,monthly_salary,work_hours_per_week,projects_handled,overtime_hours,sick_days,work_type,training_hours,promotions,employee_satisfaction_score,resigned,motivation_score
IT,Female,34,Engineer,6,Bachelor,3,7800.0,36,13,5,8,Hybrid,60,1,4.31,False,3.43
IT,Male,24,Analyst,4,Bachelor,3,5200.0,48,25,0,8,Hybrid,29,0,2.47,False,2.16
IT,Female,37,Technician,3,High School,3,4550.0,40,10,6,7,Hybrid,89,0,2.37,False,2.74
IT,Male,30,Specialist,2,Master,3,5850.0,55,42,16,10,Remote,12,2,1.53,False,2.75
IT,Male,57,Analyst,8,High School,2,4800.0,35,49,20,11,Hybrid,36,1,4.22,False,2.92
IT,Male,22,Consultant,7,High School,1,6050.0,32,15,27,14,Remote,58,1,4.25,False,2.9
IT,Female,57,Consultant,1,Master,5,8250.0,50,25,2,7,Hybrid,69,1,2.76,False,3.64
IT,Female,37,Specialist,1,Bachelor,1,4950.0,50,11,3,10,Remote,71,0,3.24,False,2.28
IT,Female,22,Manager,9,High School,2,7200.0,45,32,6,2,Hybrid,50,0,2.82,False,2.21
IT,Female,33,Consultant,6,Bachelor,3,7150.0,31,24,10,4,Remote,21,1,1.15,False,2.25
IT,Female,38,Technician,9,High School,3,4550.0,52,29,28,5,Onsite,84,0,1.14,False,2.38
IT,Male,37,Specialist,4,Master,1,4950.0,30,7,17,4,Hybrid,86,2,3.08,True,3.39
IT,Female,48,Developer,3,Bachelor,4,7000.0,43,49,7,1,Hybrid,87,1,4.94,False,4.11
IT,Male,40,Developer,1,Master,3,6500.0,49,26,21,11,Hybrid,72,0,1.23,False,2.28
IT,Female,44,Technician,5,Bachelor,1,3850.0,48,9,9,7,Remote,9,1,3.32,True,2.17
IT,Male,25,Engineer,1,High School,5,9000.0,48,43,16,14,Onsite,23,2,3.46,False,3.85
IT,Female,53,Consultant,2,Bachelor,3,7150.0,58,33,11,11,Remote,94,2,1.85,False,3.66
IT,Female,36,Consultant,0,PhD,4,7700.0,44,25,2,2,Onsite,22,1,2.91,False,2.95
IT,Male,51,Manager,7,High School,3,7800.0,35,3,5,6,Remote,6,0,1.99,False,1.81
IT,Female,58,Analyst,2,Bachelor,3,5200.0,30,4,21,11,Remote,41,0,3.36,False,2.5
IT,Female,40,Technician,3,High School,5,5250.0,39,31,16,4,Hybrid,36,1,3.38,True,3.46
IT,Male,39,Analyst,6,Master,1,4400.0,44,0,28,10,Hybrid,99,1,1.88,False,2.72
IT,Female,36,Consultant,3,Bachelor,1,6050.0,59,31,6,7,Hybrid,82,0,1.96,False,2.07
IT,Female,50,Manager,9,Bachelor,4,8400.0,52,6,26,8,Hybrid,70,2,2.62,False,3.86
IT,Female,33,Engineer,5,Bachelor,1,6600.0,45,23,13,6,Hybrid,41,1,3.57,False,2.56
IT,Male,36,Developer,5,Master,4,7000.0,31,26,8,12,Hybrid,33,0,3.62,False,2.74
IT,Male,32,Technician,4,High School,2,4200.0,55,21,2,1,Remote,49,1,3.55,False,2.88
IT,Female,56,Specialist,3,High School,2,5400.0,33,22,20,8,Hybrid,74,2,4.39,False,3.84
IT,Male,24,Consultant,3,High School,4,7700.0,55,8,27,5,Remote,75,2,1.87,False,3.73
IT,Male,42,Analyst,2,Bachelor,1,4400.0,55,31,17,14,Remote,98,0,1.2,False,2.04
IT,Male,25,Technician,2,High School,5,5250.0,53,19,23,6,Remote,98,1,2.07,False,3.76
IT,Female,24,Analyst,4,Master,4,5600.0,39,46,19,5,Onsite,97,0,2.29,False,3.05
IT,Female,50,Engineer,4,High School,3,7800.0,45,9,18,14,Remote,67,0,3.8,False,2.88
IT,Male,39,Manager,2,Master,3,7800.0,44,30,8,14,Hybrid,66,1,1.23,False,2.72
IT,Male,38,Technician,5,Master,1,3850.0,42,14,26,14,Hybrid,7,1,3.4,False,2.17
IT,Male,44,Manager,6,Master,3,7800.0,51,3,7,0,Onsite,86,0,1.54,False,2.5
IT,Male,54,Analyst,6,Master,3,5200.0,35,3,10,10,Remote,18,1,3.18,False,2.73
IT,Male,51,Technician,4,High School,1,3850.0,43,9,7,5,Onsite,74,1,1.25,False,2.31
IT,Male,58,Engineer,8,Master,4,8400.0,46,16,0,2,Hybrid,41,1,3.38,False,3.26
IT,Male,37,Consultant,0,Master,5,8250.0,43,27,3,2,Hybrid,92,2,4.98,False,4.92
IT,Other,38,Developer,3,High School,5,7500.0,46,33,25,2,Hybrid,36,0,2.32,False,2.69
IT,Female,37,Technician,7,High School,5,5250.0,43,19,1,11,Hybrid,14,1,2.82,False,3.1
IT,Male,37,Consultant,2,Bachelor,4,7700.0,56,8,2,5,Onsite,53,0,1.0,False,2.29
IT,Female,44,Manager,6,Bachelor,5,9000.0,56,0,7,5,Remote,70,0,3.3,False,3.28
IT,Male,22,Technician,8,High School,2,4200.0,50,39,15,4,Onsite,9,2,3.61,False,2.99
IT,Female,39,Developer,5,PhD,2,6000.0,52,25,19,10,Onsite,99,0,1.39,False,2.35
IT,Male,60,Analyst,9,High School,1,4400.0,31,20,11,12,Hybrid,91,0,4.9,False,2.89
IT,Male,50,Specialist,1,Master,5,6750.0,44,4,10,9,Onsite,5,1,1.28,False,2.62
IT,Female,26,Analyst,7,High School,4,5600.0,58,26,5,13,Onsite,86,0,1.58,False,2.76
IT,Female,58,Technician,7,Bachelor,4,4900.0,49,5,14,8,Hybrid,14,1,1.38,False,2.49
IT,Female,38,Manager,0,Bachelor,4,8400.0,34,47,14,0,Hybrid,45,2,2.5,False,3.58
IT,Male,53,Analyst,3,Bachelor,4,5600.0,57,5,28,7,Remote,49,2,4.06,False,4.01
IT,Female,60,Analyst,3,High School,4,5600.0,60,19,6,14,Hybrid,47,2,3.48,False,3.84
IT,Male,27,Analyst,3,High School,5,6000.0,48,5,11,1,Remote,94,2,4.67,False,4.87
IT,Female,32,Engineer,7,Bachelor,3,7800.0,43,12,20,11,Hybrid,9,1,3.91,False,2.82
IT,Male,23,Developer,6,Bachelor,5,7500.0,49,38,22,2,Remote,39,1,2.76,False,3.33
IT,Female,25,Engineer,2,High School,4,8400.0,39,39,1,6,Hybrid,22,0,3.46,False,2.59
IT,Male,45,Analyst,6,High School,1,4400.0,57,16,10,3,Hybrid,6,2,3.51,False,2.69
IT,Female,45,Consultant,5,Bachelor,5,8250.0,60,43,26,13,Onsite,39,0,1.74,True,2.58
IT,Male,23,Technician,6,Bachelor,3,4550.0,59,29,7,2,Hybrid,89,0,3.27,False,2.97
IT,Male,54,Manager,0,High School,5,9000.0,40,0,2,6,Hybrid,19,1,2.39,False,3.04
IT,Male,56,Developer,3,Master,2,6000.0,57,35,13,0,Hybrid,65,0,4.48,False,2.78
IT,Female,28,Analyst,4,High School,4,5600.0,37,46,0,10,Onsite,39,0,3.6,False,2.79
IT,Female,35,Developer,8,Bachelor,2,6000.0,34,41,17,0,Onsite,9,2,3.67,False,3.01
IT,Male,40,Analyst,9,High School,2,4800.0,30,36,13,3,Hybrid,50,2,3.31,False,3.33
IT,Male,41,Consultant,1,Bachelor,5,8250.0,39,45,12,1,Hybrid,19,2,4.58,True,4.09
IT,Male,53,Manager,4,High School,2,7200.0,58,41,17,1,Hybrid,59,1,3.37,True,2.94
IT,Male,41,Developer,9,Bachelor,3,6500.0,53,2,19,10,Remote,45,2,2.07,True,3.22
IT,Female,36,Manager,7,High School,3,7800.0,48,33,15,0,Onsite,81,1,4.38,False,3.66
IT,Male,60,Manager,2,Master,2,7200.0,60,11,17,4,Onsite,33,1,2.28,False,2.4
IT,Male,40,Engineer,9,Bachelor,5,9000.0,34,23,28,9,Remote,47,1,2.5,False,3.35
IT,Male,59,Analyst,6,Master,4,5600.0,38,48,22,3,Hybrid,90,0,4.93,False,3.64
IT,Female,36,Technician,7,High School,5,5250.0,57,29,25,2,Remote,52,0,1.33,False,2.61
IT,Female,60,Specialist,9,Bachelor,5,6750.0,53,13,10,14,Hybrid,49,2,1.84,False,3.7
IT,Male,36,Specialist,0,Bachelor,5,6750.0,37,27,11,6,Hybrid,98,0,1.57,False,3.13
IT,Male,45,Developer,1,PhD,4,7000.0,34,42,21,11,Hybrid,80,1,3.29,False,3.63
IT,Female,36,Technician,9,Bachelor,2,4200.0,54,13,20,14,Onsite,84,2,4.29,False,3.92
IT,Female,30,Manager,3,High School,1,6600.0,35,20,26,9,Onsite,35,1,2.12,False,2.13
IT,Other,40,Technician,8,Bachelor,4,4900.0,58,18,9,6,Remote,72,2,2.86,True,3.94
IT,Female,26,Developer,0,Bachelor,5,7500.0,59,39,14,14,Onsite,60,1,1.14,False,3.14
IT,Female,26,Analyst,3,PhD,1,4400.0,60,11,22,3,Remote,37,0,4.23,False,2.18
IT,Male,52,Specialist,8,Bachelor,2,5400.0,31,43,0,0,Onsite,25,2,3.71,False,3.18
IT,Female,47,Manager,3,Bachelor,3,7800.0,48,19,20,9,Remote,87,2,2.07,False,3.65
IT,Female,56,Technician,0,Bachelor,3,4550.0,59,49,7,5,Remote,98,0,4.44,False,3.35
IT,Female,51,Manager,4,High School,2,7200.0,38,27,23,9,Onsite,59,1,3.11,False,2.87
IT,Female,31,Manager,7,Master,1,6600.0,30,26,7,2,Onsite,93,0,2.9,True,2.41
IT,Male,28,Manager,3,High School,1,6600.0,60,21,17,12,Remote,1,2,3.69,False,2.68
IT,Male,58,Manager,9,High School,3,7800.0,60,14,12,7,Onsite,9,1,3.89,False,2.81
IT,Male,49,Technician,4,High School,3,4550.0,60,15,23,11,Onsite,39,2,1.72,False,3.07
IT,Female,40,Analyst,4,Bachelor,1,4400.0,54,2,3,12,Hybrid,95,1,1.37,True,2.55
IT,Male,28,Developer,3,PhD,1,5500.0,54,23,18,14,Onsite,57,1,2.09,False,2.35
IT,Female,28,Manager,2,High School,4,8400.0,47,36,8,0,Hybrid,47,0,4.34,False,3.06
IT,Female,48,Manager,8,Bachelor,4,8400.0,31,9,6,10,Hybrid,72,1,3.27,True,3.54
IT,Female,57,Specialist,4,Master,3,5850.0,32,41,2,3,Remote,3,1,3.88,True,2.75
IT,Female,34,Engineer,7,Bachelor,4,8400.0,39,31,2,2,Hybrid,67,0,1.36,False,2.52
IT,Female,48,Technician,1,High School,2,4200.0,44,34,6,8,Onsite,96,1,4.69,False,3.64
IT,Female,55,Specialist,6,High School,1,4950.0,57,20,8,11,Remote,15,1,4.32,False,2.48
IT,Female,28,Consultant,6,Bachelor,5,8250.0,31,30,4,6,Remote,72,2,4.11,False,4.5
IT,Male,31,Engineer,4,High School,2,7200.0,55,43,16,6,Hybrid,36,2,4.62,False,3.52
IT,Female,28,Specialist,4,High School,2,5400.0,39,35,5,0,Remote,60,1,3.06,False,2.87
IT,Female,56,Analyst,5,High School,1,4400.0,39,30,9,5,Hybrid,24,0,4.76,False,2.18
IT,Female,46,Developer,7,Bachelor,3,6500.0,55,33,6,7,Onsite,65,2,3.37,False,3.75
IT,Female,30,Developer,0,Bachelor,2,6000.0,49,42,15,4,Hybrid,64,2,3.76,False,3.59
IT,Male,32,Consultant,3,Bachelor,1,6050.0,41,28,11,8,Onsite,6,0,3.79,False,1.76
IT,Male,32,Analyst,1,High School,4,5600.0,50,38,28,11,Remote,1,1,1.11,False,2.29
IT,Male,58,Consultant,8,Master,3,7150.0,53,33,0,5,Hybrid,66,2,2.0,False,3.42
IT,Female,59,Engineer,7,High School,5,9000.0,30,31,9,11,Onsite,7,0,1.65,False,2.23
IT,Male,42,Consultant,8,Master,3,7150.0,35,20,5,6,Remote,15,0,1.76,False,1.84
IT,Male,42,Engineer,7,Bachelor,3,7800.0,52,34,1,8,Remote,98,1,4.27,False,3.81
IT,Female,24,Manager,6,High School,4,8400.0,37,21,10,4,Hybrid,42,0,2.79,False,2.62
IT,Male,38,Analyst,4,Bachelor,4,5600.0,58,35,9,13,Remote,4,0,1.01,False,1.79
IT,Male,50,Consultant,3,Master,3,7150.0,48,43,22,9,Onsite,78,2,3.24,False,3.85
IT,Male,58,Manager,8,Bachelor,5,9000.0,44,37,26,4,Onsite,86,1,1.29,False,3.44
IT,Male,50,Manager,4,Bachelor,2,7200.0,31,12,28,9,Onsite,89,2,4.16,False,3.94
IT,Female,41,Specialist,1,Bachelor,2,5400.0,42,15,22,5,Hybrid,7,1,2.27,False,2.14
IT,Male,26,Developer,7,High School,3,6500.0,44,1,15,3,Hybrid,31,2,2.12,False,3.09
IT,Female,45,Technician,9,Bachelor,2,4200.0,48,20,24,2,Remote,47,0,2.88,False,2.19
IT,Female,32,Developer,2,Bachelor,3,6500.0,59,24,3,7,Hybrid,49,0,3.39,False,2.59
IT,Male,43,Technician,2,High School,4,4900.0,41,27,26,13,Onsite,22,2,2.91,False,3.45
IT,Female,36,Engineer,2,Bachelor,4,8400.0,60,19,21,4,Hybrid,4,1,3.11,False,2.82
IT,Female,49,Specialist,7,Bachelor,5,6750.0,59,34,12,10,Onsite,87,2,2.74,False,4.31
IT,Male,27,Engineer,5,High School,2,7200.0,47,46,11,12,Hybrid,5,0,2.5,False,1.68
IT,Male,44,Specialist,7,Bachelor,3,5850.0,32,27,4,7,Remote,11,0,3.33,False,2.19
IT,Male,25,Developer,1,High School,1,5500.0,54,30,1,6,Hybrid,61,0,3.98,False,2.36
IT,Male,22,Engineer,3,Master,5,9000.0,32,46,28,1,Remote,8,2,4.42,False,3.94
IT,Male,40,Consultant,7,Bachelor,1,6050.0,42,9,29,3,Hybrid,40,1,2.25,False,2.22
IT,Male,22,Specialist,1,Bachelor,5,6750.0,49,15,19,3,Remote,46,0,4.53,False,3.35
IT,Female,56,Developer,2,High School,3,6500.0,54,45,27,0,Onsite,22,2,4.0,False,3.47
IT,Female,28,Specialist,6,High School,1,4950.0,53,5,14,0,Remote,98,2,3.92,False,3.72
IT,Female,38,Specialist,4,High School,3,5850.0,54,21,23,3,Onsite,69,1,3.52,True,3.33
IT,Female,59,Technician,4,High School,1,3850.0,37,18,10,7,Hybrid,73,2,4.75,True,3.67
IT,Female,46,Consultant,4,High School,1,6050.0,60,26,20,5,Onsite,75,2,4.68,False,3.68
IT,Female,24,Specialist,3,Bachelor,1,4950.0,38,29,26,12,Remote,52,2,4.96,False,3.52
IT,Female,39,Developer,5,Bachelor,2,6000.0,50,3,28,11,Hybrid,54,0,3.79,False,2.49
IT,Male,26,Technician,0,Master,2,4200.0,59,35,8,12,Hybrid,0,0,3.78,False,1.94
IT,Female,49,Consultant,9,Master,2,6600.0,58,44,8,10,Remote,19,1,1.05,False,1.95
IT,Female,50,Technician,9,Master,1,3850.0,50,3,15,6,Onsite,90,2,2.08,False,3.18
IT,Male,41,Engineer,0,Bachelor,4,8400.0,60,42,29,1,Onsite,12,1,2.25,False,2.68
IT,Male,57,Analyst,8,High School,4,5600.0,50,10,26,3,Onsite,62,0,4.43,False,3.23
IT,Male,40,Consultant,9,High School,4,7700.0,52,12,5,12,Remote,88,2,1.14,False,3.67
IT,Female,46,Analyst,9,Bachelor,1,4400.0,37,12,20,1,Remote,39,1,4.58,False,2.79
IT,Female,35,Technician,3,Bachelor,5,5250.0,47,40,4,2,Onsite,15,2,2.17,False,3.44
IT,Female,34,Consultant,1,Master,4,7700.0,41,42,8,7,Remote,65,0,1.58,False,2.55
IT,Male,28,Consultant,6,Bachelor,4,7700.0,36,13,19,11,Hybrid,96,1,1.82,False,3.42
IT,Female,27,Analyst,3,Bachelor,4,5600.0,56,47,13,12,Remote,54,0,1.73,False,2.48
IT,Female,28,Developer,7,Master,3,6500.0,58,13,29,14,Hybrid,70,1,2.79,False,3.15
IT,Female,31,Technician,0,Bachelor,2,4200.0,37,17,18,12,Hybrid,18,1,3.11,False,2.46
IT,Male,24,Analyst,8,High School,3,5200.0,44,17,5,2,Remote,22,0,1.77,False,1.91
IT,Male,59,Technician,9,Bachelor,1,3850.0,57,0,21,8,Onsite,7,0,3.81,False,1.77
IT,Female,58,Consultant,1,High School,5,8250.0,49,4,27,10,Onsite,41,1,3.85,False,3.63
IT,Female,27,Consultant,1,Bachelor,1,6050.0,40,27,10,0,Remote,48,0,3.68,False,2.15
IT,Male,32,Manager,1,Bachelor,3,7800.0,36,5,8,11,Remote,92,2,2.76,False,3.87
IT,Male,24,Specialist,5,Bachelor,1,4950.0,42,13,20,9,Hybrid,37,1,3.95,False,2.61
IT,Female,41,Developer,0,High School,2,6000.0,36,45,7,6,Hybrid,10,0,1.27,False,1.42
IT,Male,43,Analyst,9,High School,2,4800.0,58,8,22,12,Hybrid,89,0,4.43,False,3.01
IT,Female,22,Manager,2,Bachelor,2,7200.0,52,23,0,12,Onsite,23,1,4.71,True,2.91
IT,Female,51,Analyst,8,High School,4,5600.0,59,6,13,2,Onsite,90,1,3.88,False,3.88
IT,Other,42,Engineer,1,Bachelor,4,8400.0,54,20,8,10,Remote,5,2,4.38,False,3.65
IT,Female,26,Engineer,1,Bachelor,1,6600.0,33,2,20,9,Remote,14,0,3.29,False,1.71
IT,Male,60,Engineer,2,Master,2,7200.0,44,16,23,10,Onsite,26,2,1.44,False,2.62
IT,Male,24,Analyst,9,Bachelor,1,4400.0,41,10,10,12,Onsite,4,0,1.68,False,1.21
IT,Female,41,Technician,7,Master,1,3850.0,59,5,1,9,Hybrid,72,2,4.38,False,3.57
IT,Female,54,Engineer,1,Bachelor,5,9000.0,36,23,4,3,Onsite,22,2,2.37,False,3.56
IT,Male,48,Consultant,7,Bachelor,1,6050.0,31,41,26,10,Hybrid,91,2,4.59,False,3.82
IT,Female,26,Analyst,8,Bachelor,1,4400.0,43,44,19,10,Remote,47,0,3.21,False,2.03
IT,Female,53,Specialist,3,Bachelor,4,6300.0,30,45,27,4,Onsite,17,1,4.26,False,3.24
IT,Male,27,Consultant,7,Bachelor,3,7150.0,40,41,0,1,Remote,54,2,3.83,False,3.75
IT,Male,44,Technician,2,High School,4,4900.0,34,9,20,4,Remote,16,0,4.55,False,2.8
IT,Male,59,Technician,5,High School,3,4550.0,35,49,19,0,Remote,15,1,4.55,False,3.04
IT,Female,49,Analyst,3,Master,3,5200.0,32,14,21,2,Remote,97,0,1.35,False,2.57
IT,Male,58,Specialist,9,Bachelor,3,5850.0,55,42,28,10,Onsite,52,1,1.42,False,2.63
IT,Male,32,Analyst,7,Master,4,5600.0,33,26,4,7,Onsite,66,0,3.18,False,2.96
IT,Female,56,Developer,9,Bachelor,2,6000.0,59,13,27,1,Remote,25,0,1.37,False,1.6
IT,Male,58,Technician,7,High School,5,5250.0,50,40,17,11,Remote,31,0,4.74,False,3.25
IT,Male,60,Specialist,6,High School,2,5400.0,49,20,7,14,Hybrid,97,0,3.56,False,2.87
IT,Female,38,Technician,2,Bachelor,4,4900.0,52,2,1,3,Onsite,18,1,2.19,False,2.73
IT,Male,37,Consultant,5,Bachelor,5,8250.0,33,16,3,0,Onsite,2,0,1.88,False,2.24
IT,Female,58,Developer,2,High School,5,7500.0,35,3,10,9,Onsite,27,0,2.63,False,2.68
IT,Male,49,Engineer,4,High School,5,9000.0,30,41,6,10,Onsite,78,0,3.39,True,3.39
IT,Male,49,Consultant,1,Bachelor,4,7700.0,46,47,29,14,Onsite,43,0,2.85,False,2.65
IT,Male,35,Consultant,3,High School,2,6600.0,55,46,4,5,Hybrid,98,2,1.2,False,3.29
IT,Male,60,Technician,6,High School,5,5250.0,46,1,3,4,Remote,99,0,1.51,False,3.13
IT,Female,51,Specialist,6,Bachelor,2,5400.0,44,3,17,14,Remote,13,1,1.79,False,2.08
IT,Female,24,Developer,2,PhD,3,6500.0,60,10,1,8,Remote,7,1,4.07,False,2.84
IT,Male,32,Engineer,0,High School,1,6600.0,30,49,2,9,Onsite,52,2,1.03,True,2.53
IT,Female,60,Engineer,6,Bachelor,3,7800.0,55,32,13,1,Onsite,10,1,4.4,False,2.95
IT,Male,29,Technician,0,Master,3,4550.0,52,34,15,4,Remote,49,1,1.02,False,2.5
IT,Female,33,Technician,4,High School,2,4200.0,38,22,13,3,Hybrid,30,0,4.58,True,2.45
IT,Female,53,Manager,9,Master,3,7800.0,52,4,14,13,Remote,25,2,1.36,False,2.84
IT,Male,42,Consultant,6,PhD,2,6600.0,44,11,18,13,Onsite,63,1,4.44,False,3.25
IT,Female,57,Developer,6,Bachelor,1,5500.0,39,6,13,14,Hybrid,3,0,1.71,True,1.21
IT,Male,26,Developer,2,High School,3,6500.0,54,18,27,14,Remote,76,1,3.94,False,3.5
IT,Male,34,Consultant,4,High School,1,6050.0,60,2,19,14,Hybrid,41,2,2.96,False,2.9
IT,Female,50,Specialist,5,High School,3,5850.0,47,11,4,3,Remote,52,1,3.12,False,3.06
IT,Female,34,Engineer,2,Master,2,7200.0,53,20,27,14,Onsite,47,1,3.86,False,2.94
IT,Male,30,Technician,7,Master,3,4550.0,33,35,26,14,Hybrid,39,2,2.68,False,3.31
IT,Male,26,Consultant,4,Master,2,6600.0,47,26,7,9,Onsite,61,2,1.31,False,2.94
IT,Male,48,Technician,3,High School,5,5250.0,41,42,20,11,Hybrid,35,1,4.02,False,3.61
IT,Female,34,Technician,4,High School,4,4900.0,40,10,28,3,Remote,52,1,3.86,True,3.49
IT,Other,29,Analyst,5,Master,4,5600.0,46,36,20,8,Remote,29,2,3.58,False,3.69
IT,Female,39,Manager,4,Bachelor,1,6600.0,59,8,18,5,Hybrid,81,2,2.11,False,3.1
IT,Other,22,Engineer,8,Bachelor,5,9000.0,57,9,5,13,Hybrid,55,1,3.23,False,3.61
IT,Male,32,Consultant,6,Master,5,8250.0,31,28,28,7,Remote,90,0,2.55,False,3.3
IT,Female,45,Technician,9,High School,4,4900.0,30,40,1,8,Onsite,6,1,3.96,False,3.05
IT,Male,28,Consultant,0,High School,4,7700.0,39,6,5,2,Remote,90,0,3.87,False,3.38
IT,Female,51,Analyst,5,Bachelor,5,6000.0,42,45,2,5,Onsite,67,1,3.75,False,3.86
IT,Female,29,Consultant,9,Master,3,7150.0,31,4,5,9,Hybrid,23,2,1.49,False,2.85
IT,Male,34,Specialist,3,High School,1,4950.0,30,15,13,1,Hybrid,53,2,3.81,False,3.24
IT,Female,60,Engineer,5,High School,4,8400.0,31,19,13,5,Onsite,60,2,2.11,True,3.63
IT,Male,57,Developer,0,Master,3,6500.0,33,36,21,14,Onsite,91,2,1.91,False,3.65
IT,Male,49,Specialist,6,High School,5,6750.0,60,1,16,8,Hybrid,54,0,1.74,False,2.73
IT,Male,51,Manager,9,Bachelor,5,9000.0,54,31,13,13,Onsite,10,0,2.91,False,2.58
IT,Male,23,Analyst,4,High School,3,5200.0,48,46,23,4,Remote,58,1,3.01,False,3.09
IT,Male,37,Technician,3,High School,5,5250.0,37,32,9,14,Hybrid,13,1,4.9,False,3.61
IT,Male,41,Developer,0,Bachelor,5,7500.0,57,47,15,0,Hybrid,47,1,2.77,False,3.42
IT,Male,54,Manager,1,Master,2,7200.0,58,4,16,7,Onsite,29,0,4.37,False,2.39
IT,Male,24,Technician,7,High School,5,5250.0,51,26,18,8,Remote,79,2,2.23,False,4.11
IT,Male,47,Developer,0,Bachelor,1,5500.0,47,35,16,11,Remote,27,0,4.15,False,2.06
IT,Male,46,Engineer,2,High School,3,7800.0,49,28,9,0,Onsite,33,2,2.03,False,3.09
IT,Male,28,Manager,6,Bachelor,3,7800.0,37,45,14,1,Onsite,91,1,2.42,False,3.27
IT,Female,59,Specialist,9,PhD,4,6300.0,56,15,6,7,Hybrid,87,1,3.04,True,3.64
IT,Male,33,Manager,2,High School,1,6600.0,51,38,24,8,Remote,78,0,1.55,False,1.93
IT,Female,32,Consultant,0,Bachelor,4,7700.0,32,40,8,6,Hybrid,36,0,3.73,False,2.8
IT,Female,54,Developer,0,Bachelor,2,6000.0,32,29,29,13,Onsite,68,1,3.48,False,3.06
IT,Female,31,Manager,1,Bachelor,5,9000.0,56,13,7,8,Remote,42,0,1.71,False,2.6
IT,Female,24,Developer,8,Bachelor,2,6000.0,36,45,29,11,Onsite,8,2,2.48,False,2.7
IT,Male,55,Engineer,2,High School,1,6600.0,37,29,21,14,Onsite,62,0,2.97,False,2.12
IT,Female,49,Developer,2,Bachelor,2,6000.0,50,47,9,13,Onsite,88,1,3.31,False,3.22
IT,Female,42,Engineer,3,High School,2,7200.0,53,19,8,5,Remote,76,0,3.69,False,2.69
IT,Male,47,Consultant,3,High School,4,7700.0,44,30,21,3,Hybrid,57,0,4.0,False,3.08
IT,Female,53,Developer,5,High School,4,7000.0,50,3,21,12,Hybrid,33,0,3.9,False,2.81
IT,Male,52,Technician,8,Bachelor,5,5250.0,50,9,11,12,Onsite,91,2,2.43,True,4.28
IT,Female,33,Consultant,6,Bachelor,1,6050.0,39,39,24,13,Hybrid,44,1,2.76,False,2.38
IT,Female,26,Specialist,8,Bachelor,2,5400.0,47,7,28,9,Onsite,26,2,1.92,True,2.74
IT,Female,41,Engineer,2,Bachelor,2,7200.0,51,7,6,13,Remote,58,0,2.64,False,2.25
IT,Male,39,Consultant,3,Bachelor,5,8250.0,54,4,12,1,Hybrid,22,1,1.81,True,2.92
IT,Male,29,Developer,2,Bachelor,5,7500.0,54,13,0,14,Hybrid,60,2,1.64,False,3.77
IT,Male,45,Engineer,7,Bachelor,2,7200.0,34,37,5,11,Hybrid,52,2,2.11,False,3.05
IT,Female,52,Developer,8,Bachelor,3,6500.0,33,37,23,2,Remote,42,2,1.6,False,3.07
IT,Female,23,Analyst,6,Bachelor,1,4400.0,60,40,21,9,Hybrid,91,1,4.72,True,3.35
IT,Female,44,Manager,3,Bachelor,2,7200.0,30,46,4,9,Hybrid,29,1,1.13,False,2.08
IT,Female,37,Engineer,0,High School,5,9000.0,60,44,11,4,Hybrid,64,0,3.96,True,3.39
IT,Female,28,Developer,9,Master,4,7000.0,35,26,1,11,Remote,24,2,3.38,False,3.59
IT,Female,48,Engineer,0,Bachelor,1,6600.0,51,6,29,5,Remote,69,2,2.22,False,3.0
IT,Female,34,Manager,8,High School,5,9000.0,39,1,15,8,Hybrid,89,0,2.51,False,3.28
IT,Female,60,Specialist,2,Bachelor,1,4950.0,34,15,28,10,Onsite,82,0,2.79,False,2.28
IT,Male,34,Engineer,4,Bachelor,5,9000.0,55,46,17,13,Remote,82,1,3.27,False,3.9
IT,Male,54,Specialist,0,High School,4,6300.0,47,7,3,1,Hybrid,41,0,2.22,False,2.47
IT,Male,57,Engineer,5,PhD,1,6600.0,60,15,19,13,Hybrid,1,1,2.26,False,1.83
IT,Female,36,Manager,8,Bachelor,2,7200.0,45,12,17,14,Hybrid,89,1,2.44,False,3.01
IT,Female,51,Manager,0,PhD,4,8400.0,32,1,1,7,Hybrid,70,0,1.9,False,2.68
IT,Male,58,Developer,7,Master,4,7000.0,53,1,10,5,Hybrid,2,2,1.25,True,2.83
IT,Female,42,Analyst,6,High School,1,4400.0,34,13,6,12,Remote,67,1,2.62,False,2.58
IT,Female,43,Engineer,9,Bachelor,4,8400.0,31,49,13,3,Remote,5,0,4.16,False,2.59
IT,Female,57,Manager,6,High School,3,7800.0,34,44,23,14,Remote,7,1,3.94,False,2.81
IT,Female,40,Developer,3,Master,5,7500.0,32,3,0,0,Onsite,5,0,2.9,False,2.53
IT,Male,60,Developer,0,Bachelor,3,6500.0,31,15,10,5,Onsite,98,1,4.86,False,3.95
IT,Female,58,Developer,7,Master,3,6500.0,41,48,17,3,Hybrid,61,0,3.69,False,2.79
IT,Male,56,Developer,4,Bachelor,2,6000.0,59,3,9,1,Hybrid,95,1,2.58,False,3.1
IT,Male,58,Consultant,1,High School,1,6050.0,48,45,7,6,Hybrid,50,2,4.15,False,3.29
IT,Female,31,Manager,7,Master,4,8400.0,57,7,11,2,Remote,6,0,4.43,True,2.67
IT,Female,41,Specialist,1,Master,1,4950.0,37,14,11,3,Remote,67,2,1.0,False,2.68
